fauteuils;entrees_2020;entrees_2019;proprietaire;part des seances de films Art et Essai;latitude;longitude;num_auto;region_administrative;code_INSEE;population_de_la_commune;departement;num_UU;unite_urbaine;population_unite_urbaine;situation_geographique;ecrans;semaines_d_activite;seances;evolution_entrees;tranche_d_entrees;categorie_Art_et_Essai;label_Art_et_Essai;zone_de_la_commune;nombre_de_films_programmes;nombre_de_films_inedits;nombre_de_films_en_semaine_1;PdM_en_entrees_des_films_francais;PdM_en_entrees_des_films_americains;PdM_en_entrees_des_films_europeens;PdM_en_entrees_des_autres_films;films_Art_et_Essai;PdM_en_entrees_des_films_Art_et_Essai
1020;10 222;111 149;CINEMAS RYTMANN SAS;21,3;48.843752;2.324925;803;ILE-DE-FRANCE;75106;42428;75;851;Paris;10706072;01-Paris;2;28;1 643;-0,9;De 10 à 20 000 entrées;NON;;C;23;10;9;0;76,7;20,2;3,2;7;25,2
148;17 790;46 984;LE LUCERNAIRE FORUM;81,4;48.844244;2.330407;814;ILE-DE-FRANCE;75106;42428;75;851;Paris;10706072;01-Paris;3;21;1 660;-0,6;De 10 à 20 000 entrées;A;JP;C;110;46;10;43;19,1;18,7;19,2;92;82,3
842;55 381;45 652;LES CINQ PARNASSIENS;97,5;48.842443;2.327625;821;ILE-DE-FRANCE;75114;139992;75;851;Paris;10706072;01-Paris;7;15;3 772;0,2;De 50 à 80 000 entrées;A;RD;C;78;47;44;73,7;6,6;15,7;4;62;87,9
234;30 183;232 842;TRIOMPH CINEMA;92,4;48.854455;2.340132;883;ILE-DE-FRANCE;75106;42428;75;851;Paris;10706072;01-Paris;2;30;1 719;-0,9;De 30 à 40 000 entrées;A;PR;C;242;5;2;8,2;74,8;15,2;1,7;223;90,5
252;5 017;56 566;CINEMA LE BILBOQUET;80;48.85467;2.333052;891;ILE-DE-FRANCE;75106;42428;75;851;Paris;10706072;01-Paris;1;11;250;-0,9;De 5 à 10 000 entrées;A;;C;31;11;0;58,8;8,3;10,8;22;25;76,9
609;19 663;15 366;EUROPALACES ETOILE;58,6;48.872794;2.296984;1031;ILE-DE-FRANCE;75108;36694;75;851;Paris;10706072;01-Paris;2;29;1 852;0,3;De 10 à 20 000 entrées;NON;;C;108;63;26;36,3;35,6;9,7;18,5;52;55
204;12 905;53 875;PARIS CINE;86,1;48.870455;2.35466;1392;ILE-DE-FRANCE;75110;91770;75;851;Paris;10706072;01-Paris;2;18;848;-0,8;De 10 à 20 000 entrées;A;RDJPPR;C;122;36;1;64,1;10,4;11,7;13,8;109;95,1
139;34 632;3 631;SOCIETE THEATRE LE BRADY;78,9;48.871771;2.355398;1393;ILE-DE-FRANCE;75110;91770;75;851;Paris;10706072;01-Paris;2;31;2 785;8,5;De 30 à 40 000 entrées;A;RDJPPR;C;234;60;1;46,5;15,9;16,1;21,5;174;84,7
3894;1 082 659;36 968;UGC CINE CITE ILE DE FRANCE;52,8;48.861424;2.345829;1681;ILE-DE-FRANCE;75101;16545;75;851;Paris;10706072;01-Paris;27;31;36 212;28,3;De 1 à 1,5 million d'entrées;NON;;C;372;221;217;39;37,7;14,6;8,8;207;50,5
238;33 837;73 963;CARLOTTA CINEMAS;66,4;48.858689;2.353591;1791;ILE-DE-FRANCE;75104;27146;75;851;Paris;10706072;01-Paris;2;30;1 713;-0,5;De 30 à 40 000 entrées;A;RDJP;C;147;43;17;38,1;18,9;12,6;30,4;104;78,8
617;42 641;3 012 613;LES ECRANS DE PARIS;55,4;48.858204;2.282104;2251;ILE-DE-FRANCE;75116;165487;75;851;Paris;10706072;01-Paris;3;29;2 581;-1;De 40 à 50 000 entrées;NON;;C;101;51;28;50,8;39,3;7,1;2,8;64;63,8
137;3 846;86 030;CINEMA MAC MAHON;100;48.875715;2.294655;2543;ILE-DE-FRANCE;75117;168533;75;851;Paris;10706072;01-Paris;1;10;187;-1;De 2 à 5 000 entrées;NON;;C;15;0;0;45,5;28,9;24,6;1;15;100
501;78 870;154 753;CINEVOG SARL;85,5;48.87561;2.32791;2982;ILE-DE-FRANCE;75109;59408;75;851;Paris;10706072;01-Paris;5;29;4 853;-0,5;De 50 à 80 000 entrées;A;;C;74;67;65;64,6;12,7;17,5;5,2;59;78,7
478;70 514;15 631;SARL DES AUTEURS REALISATEURS PRODUCTEURS ARP;86,1;48.884303;2.326888;3211;ILE-DE-FRANCE;75117;168533;75;851;Paris;10706072;01-Paris;3;31;2 657;3,5;De 50 à 80 000 entrées;A;RDJP;C;86;41;36;65,4;9,4;17;8,1;73;87,7
2077;255 340;213 401;LES CINEMAS PATHE GAUMONT;33,5;48.883938;2.328034;3222;ILE-DE-FRANCE;75118;197580;75;851;Paris;10706072;01-Paris;11;31;10 695;0,2;De 200 à 300 000 entrées;NON;;C;192;120;108;42,2;40,6;14,5;2,6;57;34,5
172;18 127;178 817;STUDIO 28;68,3;48.886142;2.335342;3741;ILE-DE-FRANCE;75118;197580;75;851;Paris;10706072;01-Paris;1;21;559;-0,9;De 10 à 20 000 entrées;A;;C;104;69;0;48,6;35,3;8,5;7,6;70;70,9
992;172 475;693 746;MK2 QUAI DE SEINE;76,5;48.885073;2.371493;4731;ILE-DE-FRANCE;75119;185654;75;851;Paris;10706072;01-Paris;6;31;7 384;-0,8;De 150 à 200 000 entrées;A;RDJP;C;127;97;70;58,3;19,8;12,3;9,6;90;78,3
1140;144 054;52 483;MK2 CINEMAS;64,7;48.864763;2.399555;5691;ILE-DE-FRANCE;75120;195556;75;851;Paris;10706072;01-Paris;6;31;7 166;1,7;De 100 à 150 000 entrées;NON;;C;141;77;55;49,8;32,6;13,1;4,5;95;66,4
423;78 853;7 865;BASTILLE SAINT ANTOINE (DOUBLON N° 95 7200);88,9;48.853157;2.370719;5841;ILE-DE-FRANCE;75111;149834;75;851;Paris;10706072;01-Paris;3;31;3 632;9;De 50 à 80 000 entrées;A;RD;C;51;39;29;74,6;4,9;14,4;6;38;90,5
356;40 402;433 102;LES ECRANS DE PARIS;85;48.860238;2.37214;5852;ILE-DE-FRANCE;75111;149834;75;851;Paris;10706072;01-Paris;2;31;2 035;-0,9;De 40 à 50 000 entrées;A;RDJP;C;110;43;28;44,8;29,1;17,8;8,2;82;84,8
469;94 158;411 805;MK2 CINEMAS;68,7;48.854674;2.369381;5861;ILE-DE-FRANCE;75111;149834;75;851;Paris;10706072;01-Paris;4;31;4 705;-0,8;De 80 à 100 000 entrées;A;RDJP;C;73;55;40;44;23,3;22,5;10,2;53;68,9
551;131 257;184 006;MK2 CINEMAS;52,5;48.848213;2.39311;6212;ILE-DE-FRANCE;75112;142340;75;851;Paris;10706072;01-Paris;6;31;7 887;-0,3;De 100 à 150 000 entrées;NON;;C;96;77;52;54,2;31,4;12,8;1,6;59;53,5
1274;84 853;112 149;UGC SAS;18,4;48.847502;2.371855;6531;ILE-DE-FRANCE;75112;142340;75;851;Paris;10706072;01-Paris;7;31;5 746;-0,2;De 80 à 100 000 entrées;NON;;C;123;74;70;49,2;43,1;5,8;1,9;46;16
4440;496 865;274 823;UGC CINE CITE ILE DE FRANCE;37,1;48.833595;2.38604;6611;ILE-DE-FRANCE;75112;142340;75;851;Paris;10706072;01-Paris;18;31;17 459;0,8;De 450 à 700 000 entrées;NON;;C;264;158;157;35,2;45,8;14,4;4,6;129;32,8
363;38 484;42 191;CINEMA CHAPLIN;61,6;48.843204;2.298558;7231;ILE-DE-FRANCE;75115;234994;75;851;Paris;10706072;01-Paris;3;30;2 923;-0,1;De 30 à 40 000 entrées;A;JP;C;208;108;1;57,8;25;10,2;6,9;145;70,8
1263;174 210;307 651;GAUMONT;62,8;48.837759;2.296259;7394;ILE-DE-FRANCE;75115;234994;75;851;Paris;10706072;01-Paris;9;31;8 274;-0,4;De 150 à 200 000 entrées;NON;;C;141;109;94;53,7;25,2;18;3,1;77;61,4
2583;197 201;1 758 521;GAUMONT;20,1;48.830408;2.276322;7491;ILE-DE-FRANCE;75115;234994;75;851;Paris;10706072;01-Paris;14;31;12 231;-0,9;De 150 à 200 000 entrées;NON;;C;215;128;114;28,6;56,8;10,7;3,9;56;15,1
397;56 355;88 034;CINEMAS RYTMANN SAS;66,1;48.841914;2.324596;7711;ILE-DE-FRANCE;75114;139992;75;851;Paris;10706072;01-Paris;4;31;3 640;-0,4;De 50 à 80 000 entrées;NON;;C;86;74;25;53,1;29,6;9,2;8,1;48;62,9
1384;164 857;529 754;GAUMONT;33,2;48.828166;2.327463;8132;ILE-DE-FRANCE;75114;139992;75;851;Paris;10706072;01-Paris;8;31;7 412;-0,7;De 150 à 200 000 entrées;NON;;C;151;97;79;39,6;46,3;12,8;1,3;59;33,4
133;14 844;695 177;SOCIETE D'EXPLOITATION DU THEATRE DENFERT ROCHEREAU;59,4;48.833879;2.330976;8161;ILE-DE-FRANCE;75114;139992;75;851;Paris;10706072;01-Paris;1;29;881;-1;De 10 à 20 000 entrées;A;JP;C;130;49;0;59,1;21,8;11,8;7,2;89;72,9
595;49 941;151 155;LES ECRANS DE PARIS;86,2;48.851278;2.330648;8291;ILE-DE-FRANCE;75106;42428;75;851;Paris;10706072;01-Paris;3;30;2 495;-0,7;De 40 à 50 000 entrées;A;RDPR;C;120;35;29;52,9;14,5;27,7;5;74;79,7
684;70 774;512 221;UGC SAS;61,6;48.852138;2.338995;8331;ILE-DE-FRANCE;75106;42428;75;851;Paris;10706072;01-Paris;4;31;3 877;-0,9;De 50 à 80 000 entrées;NON;;C;61;55;37;49,7;29,1;14,5;6,7;33;63,6
119;14 474;36 427;CINEDEVIL;91,6;48.850764;2.341747;8341;ILE-DE-FRANCE;75106;42428;75;851;Paris;10706072;01-Paris;1;28;819;-0,6;De 10 à 20 000 entrées;A;RDJP;C;86;20;1;72,3;14,1;5,9;7,7;79;95,9
722;85 435;144 823;UGC SAS;58,4;48.852353;2.339834;8353;ILE-DE-FRANCE;75106;42428;75;851;Paris;10706072;01-Paris;5;31;4 883;-0,4;De 80 à 100 000 entrées;NON;;C;110;67;49;53,8;20,8;17,7;7,7;69;59
210;20 163;230 842;SOCIETE DE DIFFUSION AUDIOVISUELLE;90,8;48.853093;2.344228;8361;ILE-DE-FRANCE;75105;59333;75;851;Paris;10706072;01-Paris;2;24;1 888;-0,9;De 20 à 30 000 entrées;A;RD;C;33;22;21;40,1;7,9;38,3;13,7;26;93,6
200;28 076;31 750;CINELUX;77,5;48.848384;2.348973;8374;ILE-DE-FRANCE;75105;59333;75;851;Paris;10706072;01-Paris;2;31;1 853;-0,1;De 20 à 30 000 entrées;A;PR;C;294;4;1;35,7;51,7;11;1,5;224;74,2
200;17 171;252 265;LES FILMS DE LA GARENNE;74,5;48.847502;2.342301;8391;ILE-DE-FRANCE;75105;59333;75;851;Paris;10706072;01-Paris;1;30;972;-0,9;De 10 à 20 000 entrées;A;RD;C;46;9;2;90,8;5;2,1;2;39;95,4
240;41 281;47 744;SOCIETE D'EXPLOITATION DU CHAMPOLLION STUDIO DES ECOLES;89,8;48.849983;2.343211;8422;ILE-DE-FRANCE;75105;59333;75;851;Paris;10706072;01-Paris;2;31;1 904;-0,1;De 40 à 50 000 entrées;A;PR;C;99;8;1;29,6;21;27,8;21,6;87;92,4
164;55 838;33 370;CINE SORBONNE;83,1;48.849504;2.342788;8425;ILE-DE-FRANCE;75105;59333;75;851;Paris;10706072;01-Paris;2;31;2 008;0,7;De 50 à 80 000 entrées;A;PR;C;356;2;0;9,3;67;11,1;12,6;326;88,1
122;11 615;23 061;SARL DES AUTEURS REALISATEURS PRODUCTEURS ARP;44,4;48.842733;2.342044;8451;ILE-DE-FRANCE;75105;59333;75;851;Paris;10706072;01-Paris;1;27;682;-0,5;De 10 à 20 000 entrées;A;JPPR;C;67;8;7;50,5;12,2;19,9;17,4;49;80,4
372;47 300;6 143;LES ECRANS DE PARIS;74;48.849591;2.342836;8513;ILE-DE-FRANCE;75105;59333;75;851;Paris;10706072;01-Paris;3;31;2 476;6,7;De 40 à 50 000 entrées;A;RDPR;C;177;20;15;36,7;7,5;34,2;21,6;130;77
140;19 746;103 248;STUDIO 43;81,3;48.841535;2.34958;8514;ILE-DE-FRANCE;75105;59333;75;851;Paris;10706072;01-Paris;2;31;1 842;-0,8;De 10 à 20 000 entrées;A;;C;99;60;0;66,8;13,4;7,1;12,7;79;87,1
346;25 325;102 958;ACTION RIVE GAUCHE;81,7;48.847537;2.352122;8531;ILE-DE-FRANCE;75105;59333;75;851;Paris;10706072;01-Paris;2;31;1 621;-0,8;De 20 à 30 000 entrées;A;PR;C;167;14;11;20,9;53,7;19,1;6,4;129;83,4
645;55 439;27 165;GAUMONT;49,4;48.833574;2.353775;8621;ILE-DE-FRANCE;75113;183216;75;851;Paris;10706072;01-Paris;5;31;4 719;1;De 50 à 80 000 entrées;NON;;C;94;59;55;46,1;33,5;13,3;7,1;38;53,9
1138;170 162;100 495;UGC SAS;49,9;48.832888;2.354241;8632;ILE-DE-FRANCE;75113;183216;75;851;Paris;10706072;01-Paris;11;31;9 405;0,7;De 150 à 200 000 entrées;NON;;C;226;135;119;50,4;31,4;12,4;5,8;124;50,8
329;30 666;36 774;LES ECRANS DE PARIS;86,3;48.836817;2.349632;8661;ILE-DE-FRANCE;75113;183216;75;851;Paris;10706072;01-Paris;2;24;1 644;-0,2;De 30 à 40 000 entrées;A;RDJP;C;100;44;25;63,9;11,2;21,8;3,1;88;86,1
104;4 649;56 639;MK2 CINEMAS;85,2;48.8649;2.314116;9351;ILE-DE-FRANCE;75108;36694;75;851;Paris;10706072;01-Paris;1;13;305;-0,9;De 2 à 5 000 entrées;NON;;C;10;4;0;79,4;15,4;2,1;3,1;9;86
556;92 428;168 403;CINELOUXOR;77,7;48.883487;2.349853;9452;ILE-DE-FRANCE;75110;91770;75;851;Paris;10706072;01-Paris;3;31;3 180;-0,5;De 80 à 100 000 entrées;A;RDJPPR;C;158;48;35;39;27,2;23,4;10,4;120;79,1
2952;428 669;487 926;MK2 CINEMAS;43,5;48.833718;2.373922;9600;ILE-DE-FRANCE;75113;183216;75;851;Paris;10706072;01-Paris;16;31;20 278;-0,1;De 300 à 450 000 entrées;NON;;C;274;181;163;32,3;40;17,4;10,3;135;43,3
520;41 420;91 197;MK2 A & E;69,2;48.832993;2.378615;9616;ILE-DE-FRANCE;75113;183216;75;851;Paris;10706072;01-Paris;4;16;2 712;-0,5;De 40 à 50 000 entrées;NON;;C;66;52;19;44,2;29,6;8,9;17,3;46;70,8
1962;261 343;12 896;PATHE BEAUGRENELLE;31,8;48.848895;2.282585;9700;ILE-DE-FRANCE;75115;234994;75;851;Paris;10706072;01-Paris;10;31;9 367;19,3;De 200 à 300 000 entrées;NON;;C;154;88;79;33,2;46,8;16,3;3,7;47;32,6
161;2 392;255 631;SOCIETE CINEMATOGRAPHIQUE THEATRALE ET AUDIOVISUELLE CTAV 14;59,2;48.876113;2.295345;9802;ILE-DE-FRANCE;75117;168533;75;851;Paris;10706072;01-Paris;1;14;103;-1;De 2 à 5 000 entrées;NON;;C;40;14;1;27,7;38,1;9,6;24,6;19;32,2
1151;51 795;1 330 204;LES 7 BATIGNOLLES;41,7;48.893315;2.311503;9803;ILE-DE-FRANCE;75117;168533;75;851;Paris;10706072;01-Paris;7;31;6 084;-1;De 50 à 80 000 entrées;NON;;C;152;82;72;39,9;39,2;14,7;6,2;76;44,6
1108;173 285;149 092;MK2 QUAI DE LOIRE;51;48.885067;2.374123;9900;ILE-DE-FRANCE;75119;185654;75;851;Paris;10706072;01-Paris;6;31;7 223;0,2;De 150 à 200 000 entrées;NON;;C;131;94;57;40,9;35,5;19,9;3,7;77;52,5
2790;177 666;807 114;UGC CINE CITE;36,6;48.898991;2.376757;9906;ILE-DE-FRANCE;75119;185654;75;851;Paris;10706072;01-Paris;14;31;13 252;-0,8;De 150 à 200 000 entrées;NON;;C;257;154;137;38,5;44,6;12,4;4,5;128;32,9
2901;187 681;10 101;PATHE LA VILLETTE;18;48.897016;2.385181;9920;ILE-DE-FRANCE;75119;185654;75;851;Paris;10706072;01-Paris;16;31;15 260;17,6;De 150 à 200 000 entrées;NON;;C;224;123;106;25,5;58,4;10,8;5,3;56;12,1
1394;82 424;127 852;CINELILAS;13,7;48.852605;2.406733;9950;ILE-DE-FRANCE;75120;195556;75;851;Paris;10706072;01-Paris;7;31;7 033;-0,4;De 80 à 100 000 entrées;NON;;C;117;68;64;36,2;50,9;7,3;5,5;24;11,2
511;12 265;19 939;RD DIFFUSION;27,5;50.108677;1.834667;10184;HAUTS DE FRANCE;80001;23278;80;80401;Abbeville;26023;05-Unités urbaines de 20 000 à 100 000 hbts;3;30;1 161;-0,4;De 10 à 20 000 entrées;D;RDJPPR;C;136;66;22;74,4;15,3;4,7;5,6;104;17,1
1209;79 017;5 102;ABBEVILLE CINE;63;50.115049;1.824393;10192;HAUTS DE FRANCE;80001;23278;80;80401;Abbeville;26023;05-Unités urbaines de 20 000 à 100 000 hbts;8;31;8 073;14,5;De 50 à 80 000 entrées;NON;;C;119;83;81;61,5;22;9,7;6,9;16;65,6
188;514;450 743;LES BORDS DE SCENES;35,3;48.724181;2.420302;10552;ILE-DE-FRANCE;94001;5527;94;851;Paris;10706072;02-Grande Couronne;1;14;40;-1;Moins de 2000 entrées;NON;;B;36;36;1;73,8;20,5;3,2;2,5;11;35,9
257;30 614;547 650;CINE ACHERES PANDORA;64,9;48.960956;2.067774;10992;ILE-DE-FRANCE;78005;21053;78;851;Paris;10706072;03-Petite couronne;3;26;2 219;-0,9;De 30 à 40 000 entrées;C;RDJP;B;138;91;43;64,7;20,4;9,3;5,6;93;63,5
268;11 347;11 281;ASSOCIATION POUR LE DEVELOPPEMENT DU CINEMA A ACIGNE;71,5;48.135609;-1.537695;11101;BRETAGNE;35001;6521;35;35206;Acigné;6521;06-autres communes et unités urbaines;2;25;429;0;De 10 à 20 000 entrées;E;;I;131;95;7;60,9;15,1;15,5;8,4;72;77,7
757;39 662;14 848;LE FESTIVAL;13,4;43.31185;3.473009;11527;OCCITANIE;34003;26946;34;34401;Agde;26946;05-Unités urbaines de 20 000 à 100 000 hbts;4;30;2 832;1,7;De 30 à 40 000 entrées;D;RDJPPR;I;159;115;61;34,2;56,6;5,2;4;79;8,3
1595;86 644;19 806;CAP CINEMA AGEN;68,4;44.204567;0.624721;11592;NOUVELLE AQUITAINE;47001;33988;47;47501;Agen;81266;05-Unités urbaines de 20 000 à 100 000 hbts;10;31;9 985;3,4;De 80 à 100 000 entrées;NON;;C;172;129;119;59,8;15,4;11,3;13,5;54;78,7
79;3 642;8 493;ASSOCIATION DU CINEMA DE LA PLAGE;38,8;49.048659;-1.595352;11854;NORMANDIE;50003;2796;50;50203;Agon-Coutainville;7475;06-autres communes et unités urbaines;1;30;281;-0,6;De 2 à 5 000 entrées;E;JPPR;C;98;78;2;56,1;25,3;9,5;9,1;51;39,8
490;11 705;17 191;CINEMA L' AIGLON (EX CASINO DE JOINVILLE SARL);0;48.762976;0.62734;12101;NORMANDIE;61214;8053;61;61301;L'Aigle;11190;06-autres communes et unités urbaines;1;31;515;-0,3;De 10 à 20 000 entrées;E;;C;133;87;13;20,4;79,6;0;0;73;0
345;6 590;6 619;REGIE SERVICE PUBLIC STATION VALMOPARC;47;45.46071;6.441929;12401;AUVERGNE / RHONE-ALPES;73024;766;73;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;2;21;549;0;De 5 à 10 000 entrées;NON;;R;95;75;12;49,6;34,2;13,2;3;29;49,2
168;3 343;31 740;GRAND ECRAN POUR TOUS;45;43.566091;4.189267;12454;OCCITANIE;30003;8385;30;30210;Aigues-Mortes;8385;06-autres communes et unités urbaines;1;29;521;-0,9;De 2 à 5 000 entrées;E;JP;I;118;88;15;57,7;20,2;16,4;5,7;50;52,5
254;5 260;155 968;CIRCUIT ARTS ET LOISIRS;35;44.299994;0.336667;12562;NOUVELLE AQUITAINE;47004;4346;47;47103;Aiguillon;4631;06-autres communes et unités urbaines;1;31;345;-1;De 5 à 10 000 entrées;E;JPPR;C;141;116;0;55;32;9,9;3,1;73;29,6
320;3 833;23 217;SOCIETE CINEMATOGRAPHIQUE LUCONNAISE;61,6;46.332847;-1.303138;12572;PAYS DE LA LOIRE;85001;2121;85;85114;L'Aiguillon-sur-Mer;2792;06-autres communes et unités urbaines;1;25;492;-0,8;De 2 à 5 000 entrées;NON;;C;118;79;8;61,1;27,4;6,4;5;43;66
286;3 172;11 922;VILLE D'AIGURANDE;48,8;46.431926;1.830697;12612;CENTRE-VAL DE LOIRE;36001;1458;36;0;Zone rurale;14541106;04-Unités urbaines de 100 000 hbts ou plus;1;26;335;-0,7;De 2 à 5 000 entrées;E;;R;72;60;0;48,3;34,1;13,9;3,7;31;57,8
150;1 081;10 747;73210 ZIMAGES;15,6;45.555539;6.651442;12833;AUVERGNE / RHONE-ALPES;73006;4434;73;73201;Aime;8119;06-autres communes et unités urbaines;1;16;34;-0,9;Moins de 2000 entrées;NON;;C;31;29;2;28,8;61,7;6,6;3;12;8,6
444;3 266;20 689;CUNY ROBERT JOSEPH AUGUST;38,8;43.699953;-0.265292;13151;NOUVELLE AQUITAINE;40001;6099;40;263;Aire-sur-l'Adour;7462;06-autres communes et unités urbaines;2;29;546;-0,8;De 2 à 5 000 entrées;NON;;C;111;85;0;20,8;66,5;12,7;0;49;31,5
